state,season,annual_rainfall,fertilizer,pesticide,area,n_soil,p_soil,k_soil,temperature,humidity,ph,crop,yield
Karnataka,Whole Year,1260.8,433435.6,1272.23,4387.0,,,,,,,Black pepper,2.238
Karnataka,Whole Year,1260.8,1997538.4,5863.22,20218.0,,,,,,,Cardamom,0.06
Karnataka,Kharif,1260.8,2691904.8,7901.34,27246.0,,,,,,,Castor seed,0.831818182
Karnataka,Whole Year,1260.8,30667421.2,90015.71,310399.0,,,,,,,Coconut,4692.261111
Karnataka,Whole Year,1260.8,1771978.0,5201.15,17935.0,,,,,,,Coriander,0.118
Karnataka,Kharif,1260.8,62885706.0,184583.55,636495.0,,,,,,,Cotton,1.556521739
Karnataka,Whole Year,1260.8,16827517.2,49392.51,170319.0,,,,,,,Dry chillies,1.123703704
Karnataka,Whole Year,1260.8,353111.2,1036.46,3574.0,,,,,,,Garlic,1.459411765
Karnataka,Kharif,1260.8,384924.8,1129.84,3896.0,,,,,,,Ginger,12.75944444
Karnataka,Rabi,1260.8,35106208.8,103044.54,355326.0,,,,,,,ChickPea,0.573478261
Karnataka,Kharif,1260.8,100042607.6,293647.33,1012577.0,,,,,,,Groundnut,0.8568
Karnataka,Rabi,1260.8,21483566.0,63059.05,217445.0,,,,,,,Groundnut,1.3052
Karnataka,Kharif,1260.8,18721216.8,54950.94,189486.0,,,,,,,Horse-gram,0.504615385
Karnataka,Rabi,1260.8,13316165.2,39085.91,134779.0,,,,,,,Horse-gram,0.4492
Karnataka,Kharif,1260.8,41575830.4,122034.32,420808.0,,,,,,,Jowar,1.305714286
Karnataka,Rabi,1260.8,140312005.6,411846.98,1420162.0,,,,,,,Jowar,0.7235
Karnataka,Summer,1260.8,879023.6,2580.13,8897.0,,,,,,,Jowar,2.461333333
Karnataka,Rabi,1260.8,1956832.8,5743.74,19806.0,,,,,,,Linseed,0.315
Karnataka,Kharif,1260.8,44506633.6,130636.88,450472.0,,,,,,,Maize,3.366
Karnataka,Rabi,1260.8,4932293.6,14477.38,49922.0,,,,,,,Maize,1.97952381
Karnataka,Summer,1260.8,1183031.2,3472.46,11974.0,,,,,,,Maize,2.241904762
Karnataka,Kharif,1260.8,30797936.0,90398.8,311720.0,,,,,,,MungBean,0.180769231
Karnataka,Rabi,1260.8,1543947.6,4531.83,15627.0,,,,,,,MungBean,0.438823529
Karnataka,Kharif,1260.8,4135076.4,12137.37,41853.0,,,,,,,Niger seed,0.214782609
Karnataka,Kharif,1260.8,7896194.8,23177.09,79921.0,,,,,,,Onion,5.363636364
Karnataka,Rabi,1260.8,877541.6,2575.78,8882.0,,,,,,,Onion,8.936315789
Karnataka,Summer,1260.8,473943.6,1391.13,4797.0,,,,,,,Onion,11.86631579
Karnataka,Kharif,1260.8,170924.0,501.7,1730.0,,,,,,,Peas & beans (Pulses),9.265882353
Karnataka,Rabi,1260.8,48807.2,143.26,494.0,,,,,,,Peas & beans (Pulses),8.948181818
Karnataka,Summer,1260.8,156400.4,459.07,1583.0,,,,,,,Peas & beans (Pulses),7.827
Karnataka,Kharif,1260.8,2840994.0,8338.95,28755.0,,,,,,,Potato,12.37333333
Karnataka,Rabi,1260.8,412292.4,1210.17,4173.0,,,,,,,Potato,18.90714286
Karnataka,Summer,1260.8,112335.6,329.73,1137.0,,,,,,,Potato,17.6
Karnataka,Whole Year,1260.8,26478.4,77.72,268.0,,,,,,,Potato,14.59
Karnataka,Kharif,1260.8,97433892.4,285990.17,986173.0,,,,,,,Ragi,1.418
Karnataka,Rabi,1260.8,3342700.4,9811.57,33833.0,,,,,,,Ragi,1.361
Karnataka,Summer,1260.8,1054492.4,3095.17,10673.0,,,,,,,Ragi,2.239230769
Karnataka,Kharif,1260.8,659292.4,1935.17,6673.0,,,,,,,Rapeseed &Mustard,0.210625
Karnataka,Kharif,1260.8,106624268.4,312965.97,1079193.0,,,,,,,Rice,2.310740741
Karnataka,Rabi,1260.8,5116061.6,15016.78,51782.0,,,,,,,Rice,2.054285714
Karnataka,Summer,1260.8,29228004.0,85790.7,295830.0,,,,,,,Rice,2.99375
Karnataka,Rabi,1260.8,9631715.6,28271.23,97487.0,,,,,,,Safflower,0.616428571
Karnataka,Kharif,1260.8,11386700.0,33422.5,115250.0,,,,,,,Sesamum,0.417307692
Karnataka,Kharif,1260.8,6452529.2,18939.61,65309.0,,,,,,,Soyabean,1.060588235
Karnataka,Kharif,1260.8,42550788.8,124896.04,430676.0,,,,,,,Sunflower,0.382608696
Karnataka,Rabi,1260.8,35519983.2,104259.06,359514.0,,,,,,,Sunflower,0.390416667
Karnataka,Summer,1260.8,4263812.8,12515.24,43156.0,,,,,,,Sunflower,0.595217391
Karnataka,Whole Year,1260.8,494691.6,1452.03,5007.0,,,,,,,Turmeric,4.682380952
Karnataka,Rabi,1260.8,26575322.8,78004.49,268981.0,,,,,,,Wheat,0.848823529
Kerala,Whole Year,3151.5,7275533.2,21355.31,73639.0,,,,,,,Arecanut,0.797857143
Kerala,Whole Year,3151.5,3015474.8,8851.09,30521.0,,,,,,,Banana,12.85714286
Kerala,Whole Year,3151.5,18019539.2,52891.36,182384.0,,,,,,,Black pepper,0.261428571
Kerala,Whole Year,3151.5,4095161.2,12020.21,41449.0,,,,,,,Cardamom,0.045555556
Kerala,Whole Year,3151.5,9017278.4,26467.72,91268.0,,,,,,,Cashewnut,0.484285714
Kerala,Whole Year,3151.5,87170054.4,255863.52,882288.0,,,,,,,Coconut,5304.749286
Kerala,Kharif,3151.5,1086701.2,3189.71,10999.0,,,,,,,Cotton,1.61
Kerala,Whole Year,3151.5,29343.6,86.13,297.0,,,,,,,Dry chillies,0.937777778
Kerala,Whole Year,3151.5,73309.6,215.18,742.0,,,,,,,Garlic,17.0
Kerala,Whole Year,3151.5,1097371.6,3221.03,11107.0,,,,,,,Ginger,2.93
Kerala,Kharif,3151.5,693674.8,2036.09,7021.0,,,,,,,Groundnut,0.62
Kerala,Kharif,3151.5,215087.6,631.33,2177.0,,,,,,,Jowar,0.505
Kerala,Kharif,3151.5,114311.6,335.53,1157.0,,,,,,,Ragi,0.81
Kerala,Autumn,3151.5,11877439.6,34862.93,120217.0,,,,,,,Rice,1.856923077
Kerala,Summer,3151.5,5700760.0,16733.0,57700.0,,,,,,,Rice,2.116153846
Kerala,Winter,3151.5,17261743.2,50667.06,174714.0,,,,,,,Rice,1.937142857
Kerala,Kharif,3151.5,326336.4,957.87,3303.0,,,,,,,Sesamum,0.467272727
Kerala,Whole Year,3151.5,608608.0,1786.4,6160.0,,,,,,,Sugarcane,64.83
Kerala,Whole Year,3151.5,108581.2,318.71,1099.0,,,,,,,Sweet potato,11.718
Kerala,Whole Year,3151.5,11142071.2,32704.46,112774.0,,,,,,,Tapioca,25.51785714
Kerala,Whole Year,3151.5,4050.8,11.89,41.0,,,,,,,Tobacco,5.56
Kerala,Whole Year,3151.5,366152.8,1074.74,3706.0,,,,,,,Turmeric,1.997857143
Meghalaya,Whole Year,6552.7,946998.0,2779.65,9585.0,,,,,,,Arecanut,1.151666667
Meghalaya,Kharif,6552.7,85066.8,249.69,861.0,,,,,,,PigeonPeas,0.803333333
Meghalaya,Whole Year,6552.7,513167.2,1506.26,5194.0,,,,,,,Banana,11.26714286
Meghalaya,Kharif,6552.7,745841.2,2189.21,7549.0,,,,,,,Cotton,0.796666667
Meghalaya,Whole Year,6552.7,174283.2,511.56,1764.0,,,,,,,Dry chillies,0.598571429
Meghalaya,Kharif,6552.7,731416.4,2146.87,7403.0,,,,,,,Ginger,6.008571429
Meghalaya,Rabi,6552.7,45744.4,134.27,463.0,,,,,,,ChickPea,0.61
Meghalaya,Kharif,6552.7,419010.8,1229.89,4241.0,,,,,,,Jute,7.553333333
Meghalaya,Kharif,6552.7,5038.8,14.79,51.0,,,,,,,Linseed,0.45
Meghalaya,Kharif,6552.7,1701237.2,4993.51,17219.0,,,,,,,Maize,1.457142857
Meghalaya,Kharif,6552.7,462482.8,1357.49,4681.0,,,,,,,Mesta,4.58
Meghalaya,Whole Year,6552.7,86054.8,252.59,871.0,,,,,,,Mesta,0.68
Meghalaya,Rabi,6552.7,191474.4,562.02,1938.0,,,,,,,Other  Rabi pulses,0.755714286
Meghalaya,Whole Year,6552.7,2050396.4,6018.37,20753.0,,,,,,,Potato,7.738571429
Meghalaya,Rabi,6552.7,683300.8,2005.64,6916.0,,,,,,,Rapeseed &Mustard,0.635714286
Meghalaya,Kharif,6552.7,10413717.6,30566.58,105402.0,,,,,,,Rice,1.51
Meghalaya,Kharif,6552.7,130613.6,383.38,1322.0,,,,,,,Sesamum,0.575714286
Meghalaya,Kharif,6552.7,278912.4,818.67,2823.0,,,,,,,Small millets,0.871428571
